id_Gemeinde;Gemeinde_Name;id_Gemarkung;Gemarkung_Name;id_Kreis;Kreis_Name
13003000;Rostock, Hanse- und Universitätsstadt;132218;Diedrichshagen;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132219;Groß Klein;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132220;Schmarl;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132221;Lütten Klein;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132222;Evershagen;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132223;Marienehe;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132224;Schutow;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132225;Biestow;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132226;Dalwitzhof;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132227;Kassebohm;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132228;Riekdahl;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132229;Alt Bartelsdorf;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132230;Toitenwinkel;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132231;Gehlsdorf;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132232;Krummendorf;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132233;Petersdorf;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132234;Peez;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132235;Stuthof;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132236;Nienhagen;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132237;Hinrichsdorf;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132238;Rostocker Heide;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132239;Warnemünde;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132240;Flurbezirk I;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132241;Flurbezirk II;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132242;Flurbezirk III;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132243;Flurbezirk IV;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132244;Flurbezirk V;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132245;Flurbezirk VI;13003;Hanse- und Universitätsstadt Rostock
13003000;Rostock, Hanse- und Universitätsstadt;132246;Die Warnow (hist.);13003;Hanse- und Universitätsstadt Rostock
13004000;Schwerin, Landeshauptstadt;130755;Warnitz;13004;Landeshauptstadt Schwerin
13004000;Schwerin, Landeshauptstadt;130756;Friedrichsthal;13004;Landeshauptstadt Schwerin
13004000;Schwerin, Landeshauptstadt;130757;Lankow;13004;Landeshauptstadt Schwerin
13004000;Schwerin, Landeshauptstadt;130758;Klein Medewege;13004;Landeshauptstadt Schwerin
13004000;Schwerin, Landeshauptstadt;130759;Groß Medewege;13004;Landeshauptstadt Schwerin
13004000;Schwerin, Landeshauptstadt;130760;Wickendorf;13004;Landeshauptstadt Schwerin
13004000;Schwerin, Landeshauptstadt;130761;Schelfwerder;13004;Landeshauptstadt Schwerin
13004000;Schwerin, Landeshauptstadt;130762;Mueß;13004;Landeshauptstadt Schwerin
13004000;Schwerin, Landeshauptstadt;130763;Zippendorf;13004;Landeshauptstadt Schwerin
13004000;Schwerin, Landeshauptstadt;130764;Göhren Stadt Schwerin;13004;Landeshauptstadt Schwerin
13004000;Schwerin, Landeshauptstadt;130765;Krebsförden;13004;Landeshauptstadt Schwerin
13004000;Schwerin, Landeshauptstadt;130766;Görries;13004;Landeshauptstadt Schwerin
13004000;Schwerin, Landeshauptstadt;130767;Neumühle;13004;Landeshauptstadt Schwerin
13004000;Schwerin, Landeshauptstadt;130768;Schwerin;13004;Landeshauptstadt Schwerin
13004000;Schwerin, Landeshauptstadt;130769;Schweriner See;13004;Landeshauptstadt Schwerin
13004000;Schwerin, Landeshauptstadt;130770;Wüstmark;13004;Landeshauptstadt Schwerin
13071001;Alt Schwerin;131532;Alt Schwerin;13071;Landkreis Meckl. Seenplatte
13071001;Alt Schwerin;131533;Jürgenshof;13071;Landkreis Meckl. Seenplatte
13071001;Alt Schwerin;131534;Werder;13071;Landkreis Meckl. Seenplatte
13071002;Altenhagen;133923;Altenhagen;13071;Landkreis Meckl. Seenplatte
13071002;Altenhagen;133924;Neuenhagen;13071;Landkreis Meckl. Seenplatte
13071002;Altenhagen;133925;Philippshof;13071;Landkreis Meckl. Seenplatte
13071003;Altenhof;131338;Altenhof;13071;Landkreis Meckl. Seenplatte
13071003;Altenhof;131339;Darze;13071;Landkreis Meckl. Seenplatte
13071004;Altentreptow, Stadt;133926;Altentreptow;13071;Landkreis Meckl. Seenplatte
13071004;Altentreptow, Stadt;133927;Buchar;13071;Landkreis Meckl. Seenplatte
13071004;Altentreptow, Stadt;133928;Glückauf;13071;Landkreis Meckl. Seenplatte
13071004;Altentreptow, Stadt;133929;Klatzow;13071;Landkreis Meckl. Seenplatte
13071004;Altentreptow, Stadt;133930;Loickenzin;13071;Landkreis Meckl. Seenplatte
13071004;Altentreptow, Stadt;133931;Rosemarsow;13071;Landkreis Meckl. Seenplatte
13071004;Altentreptow, Stadt;133932;Thalberg;13071;Landkreis Meckl. Seenplatte
13071005;Ankershagen, Schliemanngemeinde;131535;Ankershagen;13071;Landkreis Meckl. Seenplatte
13071005;Ankershagen, Schliemanngemeinde;131536;Bocksee;13071;Landkreis Meckl. Seenplatte
13071005;Ankershagen, Schliemanngemeinde;131537;Friedrichsfelde;13071;Landkreis Meckl. Seenplatte
13071005;Ankershagen, Schliemanngemeinde;131538;Rumpshagen;13071;Landkreis Meckl. Seenplatte
13071006;Bartow;133933;Bartow;13071;Landkreis Meckl. Seenplatte
13071006;Bartow;133934;Groß Below;13071;Landkreis Meckl. Seenplatte
13071006;Bartow;133935;Pritzenow;13071;Landkreis Meckl. Seenplatte
13071006;Bartow;133938;Breest;13071;Landkreis Meckl. Seenplatte
13071006;Bartow;133939;Klempenow;13071;Landkreis Meckl. Seenplatte
13071007;Basedow;133818;Basedow;13071;Landkreis Meckl. Seenplatte
13071007;Basedow;133819;Remplin;13071;Landkreis Meckl. Seenplatte
13071008;Beggerow;133684;Beggerow;13071;Landkreis Meckl. Seenplatte
13071008;Beggerow;133685;Buschmühl;13071;Landkreis Meckl. Seenplatte
13071008;Beggerow;133686;Gatschow;13071;Landkreis Meckl. Seenplatte
13071008;Beggerow;133687;Glendelin;13071;Landkreis Meckl. Seenplatte
13071008;Beggerow;133688;Kaslin;13071;Landkreis Meckl. Seenplatte
13071009;Beseritz;134017;Beseritz;13071;Landkreis Meckl. Seenplatte
13071010;Blankenhof;134018;Blankenhof;13071;Landkreis Meckl. Seenplatte
13071010;Blankenhof;134019;Chemnitz;13071;Landkreis Meckl. Seenplatte
13071010;Blankenhof;134020;Gevezin;13071;Landkreis Meckl. Seenplatte
13071011;Blankensee;131417;Blankensee;13071;Landkreis Meckl. Seenplatte
13071011;Blankensee;131418;Groß Schönfeld;13071;Landkreis Meckl. Seenplatte
13071011;Blankensee;131487;Rödlin;13071;Landkreis Meckl. Seenplatte
13071011;Blankensee;131499;Watzkendorf;13071;Landkreis Meckl. Seenplatte
13071012;Blumenholz;131419;Blumenholz;13071;Landkreis Meckl. Seenplatte
13071012;Blumenholz;131420;Usadel;13071;Landkreis Meckl. Seenplatte
13071012;Blumenholz;131509;Thurow Flur 2;13071;Landkreis Meckl. Seenplatte
13071013;Bollewick;131340;Bollewick;13071;Landkreis Meckl. Seenplatte
13071013;Bollewick;131341;Spitzkuhn;13071;Landkreis Meckl. Seenplatte
13071013;Bollewick;131362;Kambs;13071;Landkreis Meckl. Seenplatte
13071013;Bollewick;131363;Wildkuhl;13071;Landkreis Meckl. Seenplatte
13071014;Borrentin;133693;Borrentin;13071;Landkreis Meckl. Seenplatte
13071014;Borrentin;133694;Schwichtenberg;13071;Landkreis Meckl. Seenplatte
13071014;Borrentin;133714;Gnevezow;13071;Landkreis Meckl. Seenplatte
13071014;Borrentin;133715;Moltzahn;13071;Landkreis Meckl. Seenplatte
13071014;Borrentin;133716;Wolkwitz;13071;Landkreis Meckl. Seenplatte
13071014;Borrentin;133749;Lindenhof;13071;Landkreis Meckl. Seenplatte
13071014;Borrentin;133750;Metschow;13071;Landkreis Meckl. Seenplatte
13071014;Borrentin;133751;Pentz;13071;Landkreis Meckl. Seenplatte
13071015;Bredenfelde;133820;Bredenfelde;13071;Landkreis Meckl. Seenplatte
13071016;Breesen;133936;Breesen;13071;Landkreis Meckl. Seenplatte
13071016;Breesen;133937;Kalübbe;13071;Landkreis Meckl. Seenplatte
13071016;Breesen;133969;Pinnow;13071;Landkreis Meckl. Seenplatte
13071018;Briggow;133821;Briggow;13071;Landkreis Meckl. Seenplatte
13071018;Briggow;133822;Sülten;13071;Landkreis Meckl. Seenplatte
13071019;Brunn;134025;Brunn;13071;Landkreis Meckl. Seenplatte
13071019;Brunn;134026;Dahlen;13071;Landkreis Meckl. Seenplatte
13071019;Brunn;134027;Ganzkow;13071;Landkreis Meckl. Seenplatte
13071019;Brunn;134028;Roggenhagen;13071;Landkreis Meckl. Seenplatte
13071020;Buchholz;131342;Buchholz;13071;Landkreis Meckl. Seenplatte
13071021;Burg Stargard, Stadt;134029;Bargensdorf;13071;Landkreis Meckl. Seenplatte
13071021;Burg Stargard, Stadt;134030;Burg Stargard;13071;Landkreis Meckl. Seenplatte
13071021;Burg Stargard, Stadt;134031;Quastenberg;13071;Landkreis Meckl. Seenplatte
13071021;Burg Stargard, Stadt;134032;Sabel;13071;Landkreis Meckl. Seenplatte
13071021;Burg Stargard, Stadt;134033;Cammin;13071;Landkreis Meckl. Seenplatte
13071021;Burg Stargard, Stadt;134034;Godenswege;13071;Landkreis Meckl. Seenplatte
13071021;Burg Stargard, Stadt;134035;Riepke;13071;Landkreis Meckl. Seenplatte
13071021;Burg Stargard, Stadt;134077;Gramelow;13071;Landkreis Meckl. Seenplatte
13071021;Burg Stargard, Stadt;134078;Loitz;13071;Landkreis Meckl. Seenplatte
13071021;Burg Stargard, Stadt;134079;Teschendorf;13071;Landkreis Meckl. Seenplatte
13071022;Burow;133985;Burow;13071;Landkreis Meckl. Seenplatte
13071022;Burow;133986;Mühlenhagen;13071;Landkreis Meckl. Seenplatte
13071022;Burow;133987;Weltzin;13071;Landkreis Meckl. Seenplatte
13071023;Bütow;131343;Bütow;13071;Landkreis Meckl. Seenplatte
13071023;Bütow;131344;Dambeck;13071;Landkreis Meckl. Seenplatte
13071023;Bütow;131345;Karchow;13071;Landkreis Meckl. Seenplatte
13071023;Bütow;131346;Wackstow;13071;Landkreis Meckl. Seenplatte
13071025;Carpin;131421;Bergfeld;13071;Landkreis Meckl. Seenplatte
13071025;Carpin;131422;Carpin;13071;Landkreis Meckl. Seenplatte
13071025;Carpin;131423;Georgenhof;13071;Landkreis Meckl. Seenplatte
13071025;Carpin;131424;Goldenbaum;13071;Landkreis Meckl. Seenplatte
13071025;Carpin;131488;Thurow;13071;Landkreis Meckl. Seenplatte
13071026;Cölpin;134036;Cölpin;13071;Landkreis Meckl. Seenplatte
13071026;Cölpin;134037;Hochkamp;13071;Landkreis Meckl. Seenplatte
13071026;Cölpin;134332;Neu Käbelich;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133823;Brudersdorf;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133824;Altbauhof;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133825;Dargun;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133826;Dörgelin;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133827;Glasow;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133828;Groß Rosin;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133829;Lehnenhof;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133830;Neubauhof;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133880;Darbein;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133881;Groß Methling;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133882;Holm;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133883;Klein Methling;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133884;Stubbendorf;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133885;Kützerhof;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133886;Schwarzenhof;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133887;Wagun;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133888;Barlin;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133889;Levin;13071;Landkreis Meckl. Seenplatte
13071027;Dargun, Stadt;133890;Zarnekow;13071;Landkreis Meckl. Seenplatte
13071028;Datzetal;134066;Bassow;13071;Landkreis Meckl. Seenplatte
13071028;Datzetal;134067;Sadelkow;13071;Landkreis Meckl. Seenplatte
13071028;Datzetal;134068;Pleetz;13071;Landkreis Meckl. Seenplatte
13071028;Datzetal;134069;Roga;13071;Landkreis Meckl. Seenplatte
13071028;Datzetal;134070;Salow;13071;Landkreis Meckl. Seenplatte
13071029;Demmin, Hansestadt;133697;Demmin;13071;Landkreis Meckl. Seenplatte
13071029;Demmin, Hansestadt;133698;Deven;13071;Landkreis Meckl. Seenplatte
13071029;Demmin, Hansestadt;133699;Drönnewitz;13071;Landkreis Meckl. Seenplatte
13071029;Demmin, Hansestadt;133700;Meyenkrebs;13071;Landkreis Meckl. Seenplatte
13071029;Demmin, Hansestadt;133701;Randow;13071;Landkreis Meckl. Seenplatte
13071029;Demmin, Hansestadt;133702;Stuterhof;13071;Landkreis Meckl. Seenplatte
13071029;Demmin, Hansestadt;133703;Vorwerk;13071;Landkreis Meckl. Seenplatte
13071029;Demmin, Hansestadt;133704;Wendeforst;13071;Landkreis Meckl. Seenplatte
13071029;Demmin, Hansestadt;133705;Woldeforst;13071;Landkreis Meckl. Seenplatte
13071029;Demmin, Hansestadt;133793;Seedorf;13071;Landkreis Meckl. Seenplatte
13071029;Demmin, Hansestadt;133794;Wotenick;13071;Landkreis Meckl. Seenplatte
13071032;Faulenrost;133833;Demzin;13071;Landkreis Meckl. Seenplatte
13071032;Faulenrost;133834;Faulenrost;13071;Landkreis Meckl. Seenplatte
13071032;Faulenrost;133835;Hungerstorf;13071;Landkreis Meckl. Seenplatte
13071032;Faulenrost;133836;Rittermannshagen;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131425;Conow;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131426;Tornowhof;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131427;Wittenhagen;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131431;Dolgen;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131432;Hasselförde;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131433;Koldenhof;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131434;Mechow;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131435;Triepkendorf;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131436;Carwitz;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131437;Feldberg;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131438;Laeven;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131439;Neuhof;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131440;Schlicht;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131464;Krumbeck;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131465;Lichtenberg;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131466;Neugarten;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131467;Wendorf;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131468;Wrechen;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131469;Cantnitz;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131470;Lüttenhagen;13071;Landkreis Meckl. Seenplatte
13071033;Feldberger Seenlandschaft;131471;Weitendorf;13071;Landkreis Meckl. Seenplatte
13071034;Fincken;131347;Fincken;13071;Landkreis Meckl. Seenplatte
13071034;Fincken;131348;Kaeselin;13071;Landkreis Meckl. Seenplatte
13071034;Fincken;131349;Knüppeldamm;13071;Landkreis Meckl. Seenplatte
13071034;Fincken;131360;Jaebetz;13071;Landkreis Meckl. Seenplatte
13071034;Fincken;131361;Dammwolde;13071;Landkreis Meckl. Seenplatte
13071035;Friedland, Stadt;134021;Brohm;13071;Landkreis Meckl. Seenplatte
13071035;Friedland, Stadt;134022;Cosa;13071;Landkreis Meckl. Seenplatte
13071035;Friedland, Stadt;134023;Heinrichswalde;13071;Landkreis Meckl. Seenplatte
13071035;Friedland, Stadt;134024;Hohenstein;13071;Landkreis Meckl. Seenplatte
13071035;Friedland, Stadt;134040;Eichhorst;13071;Landkreis Meckl. Seenplatte
13071035;Friedland, Stadt;134041;Liepen;13071;Landkreis Meckl. Seenplatte
13071035;Friedland, Stadt;134042;Bresewitz;13071;Landkreis Meckl. Seenplatte
13071035;Friedland, Stadt;134043;Friedland;13071;Landkreis Meckl. Seenplatte
13071035;Friedland, Stadt;134044;Genzkow;13071;Landkreis Meckl. Seenplatte
13071035;Friedland, Stadt;134045;Glienke;13071;Landkreis Meckl. Seenplatte
13071035;Friedland, Stadt;134053;Jatzke;13071;Landkreis Meckl. Seenplatte
13071035;Friedland, Stadt;134071;Dishley;13071;Landkreis Meckl. Seenplatte
13071035;Friedland, Stadt;134072;Ramelow;13071;Landkreis Meckl. Seenplatte
13071035;Friedland, Stadt;134073;Schwanbeck;13071;Landkreis Meckl. Seenplatte
13071036;Fünfseen;131359;Grüssow;13071;Landkreis Meckl. Seenplatte
13071036;Fünfseen;131365;Kogel;13071;Landkreis Meckl. Seenplatte
13071036;Fünfseen;131381;Rogeez;13071;Landkreis Meckl. Seenplatte
13071036;Fünfseen;131382;Satow;13071;Landkreis Meckl. Seenplatte
13071036;Fünfseen;131383;Satow-Hütte;13071;Landkreis Meckl. Seenplatte
13071036;Fünfseen;131527;Adamshoffnung;13071;Landkreis Meckl. Seenplatte
13071037;Galenbeck;134054;Kotelow;13071;Landkreis Meckl. Seenplatte
13071037;Galenbeck;134055;Lübbersdorf;13071;Landkreis Meckl. Seenplatte
13071037;Galenbeck;134056;Sandhagen;13071;Landkreis Meckl. Seenplatte
13071037;Galenbeck;134074;Klockow;13071;Landkreis Meckl. Seenplatte
13071037;Galenbeck;134075;Schwichtenberg;13071;Landkreis Meckl. Seenplatte
13071037;Galenbeck;134085;Friedrichshof;13071;Landkreis Meckl. Seenplatte
13071037;Galenbeck;134086;Galenbeck;13071;Landkreis Meckl. Seenplatte
13071037;Galenbeck;134087;Wittenborn;13071;Landkreis Meckl. Seenplatte
13071039;Gielow;133837;Christinenhof;13071;Landkreis Meckl. Seenplatte
13071039;Gielow;133838;Gielow;13071;Landkreis Meckl. Seenplatte
13071039;Gielow;133839;Liepen;13071;Landkreis Meckl. Seenplatte
13071041;Gnevkow;133940;Gnevkow;13071;Landkreis Meckl. Seenplatte
13071041;Gnevkow;133941;Letzin;13071;Landkreis Meckl. Seenplatte
13071041;Gnevkow;133942;Prützen;13071;Landkreis Meckl. Seenplatte
13071042;Godendorf;131442;Godendorf;13071;Landkreis Meckl. Seenplatte
13071043;Göhren-Lebbin;131350;Göhren;13071;Landkreis Meckl. Seenplatte
13071043;Göhren-Lebbin;131351;Poppentin;13071;Landkreis Meckl. Seenplatte
13071043;Göhren-Lebbin;131352;Roez;13071;Landkreis Meckl. Seenplatte
13071043;Göhren-Lebbin;131353;Wendhof;13071;Landkreis Meckl. Seenplatte
13071043;Göhren-Lebbin;131354;Lebbin;13071;Landkreis Meckl. Seenplatte
13071043;Göhren-Lebbin;131376;Penkow;13071;Landkreis Meckl. Seenplatte
13071043;Göhren-Lebbin;131377;Kisserow;13071;Landkreis Meckl. Seenplatte
13071044;Golchen;133943;Golchen;13071;Landkreis Meckl. Seenplatte
13071044;Golchen;133944;Golchen-Forst;13071;Landkreis Meckl. Seenplatte
13071045;Gotthun;131355;Gotthun;13071;Landkreis Meckl. Seenplatte
13071047;Grabowhöfe;131539;Baumgarten;13071;Landkreis Meckl. Seenplatte
13071047;Grabowhöfe;131540;Grabowhöfe;13071;Landkreis Meckl. Seenplatte
13071047;Grabowhöfe;131541;Louisenfeld;13071;Landkreis Meckl. Seenplatte
13071047;Grabowhöfe;131542;Panschenhagen;13071;Landkreis Meckl. Seenplatte
13071047;Grabowhöfe;131543;Sommerstorf;13071;Landkreis Meckl. Seenplatte
13071047;Grabowhöfe;131544;Sophienhof;13071;Landkreis Meckl. Seenplatte
13071047;Grabowhöfe;131629;Klein Vielist;13071;Landkreis Meckl. Seenplatte
13071047;Grabowhöfe;131630;Vielist;13071;Landkreis Meckl. Seenplatte
13071048;Grammentin;133843;Grammentin;13071;Landkreis Meckl. Seenplatte
13071049;Grapzow;133945;Grapzow;13071;Landkreis Meckl. Seenplatte
13071049;Grapzow;133946;Kessin;13071;Landkreis Meckl. Seenplatte
13071050;Grischow;133947;Grischow;13071;Landkreis Meckl. Seenplatte
13071053;Groß Kelle;131358;Groß Kelle;13071;Landkreis Meckl. Seenplatte
13071054;Groß Miltzow;134309;Lindow;13071;Landkreis Meckl. Seenplatte
13071054;Groß Miltzow;134310;Badresch;13071;Landkreis Meckl. Seenplatte
13071054;Groß Miltzow;134311;Golm;13071;Landkreis Meckl. Seenplatte
13071054;Groß Miltzow;134312;Ulrichshof;13071;Landkreis Meckl. Seenplatte
13071054;Groß Miltzow;134313;Groß Miltzow;13071;Landkreis Meckl. Seenplatte
13071054;Groß Miltzow;134320;Klein Daberkow;13071;Landkreis Meckl. Seenplatte
13071054;Groß Miltzow;134321;Kreckow;13071;Landkreis Meckl. Seenplatte
13071055;Groß Nemerow;134046;Groß Nemerow;13071;Landkreis Meckl. Seenplatte
13071055;Groß Nemerow;134047;Klein Nemerow;13071;Landkreis Meckl. Seenplatte
13071055;Groß Nemerow;134048;Krickow;13071;Landkreis Meckl. Seenplatte
13071055;Groß Nemerow;134049;Zachow;13071;Landkreis Meckl. Seenplatte
13071056;Groß Plasten;131556;Deven;13071;Landkreis Meckl. Seenplatte
13071056;Groß Plasten;131557;Groß Plasten;13071;Landkreis Meckl. Seenplatte
13071056;Groß Plasten;131558;Klein Plasten;13071;Landkreis Meckl. Seenplatte
13071056;Groß Plasten;131627;Carolinenhof;13071;Landkreis Meckl. Seenplatte
13071056;Groß Plasten;131628;Varchentin;13071;Landkreis Meckl. Seenplatte
13071057;Groß Teetzleben;133948;Groß Teetzleben;13071;Landkreis Meckl. Seenplatte
13071057;Groß Teetzleben;133949;Kaluberhof;13071;Landkreis Meckl. Seenplatte
13071057;Groß Teetzleben;133950;Klein Teetzleben;13071;Landkreis Meckl. Seenplatte
13071057;Groß Teetzleben;133951;Lebbin;13071;Landkreis Meckl. Seenplatte
13071058;Grünow;131443;Grünow;13071;Landkreis Meckl. Seenplatte
13071058;Grünow;131444;Ollendorf;13071;Landkreis Meckl. Seenplatte
13071059;Gültz;133952;Gültz;13071;Landkreis Meckl. Seenplatte
13071059;Gültz;133953;Hermannshöhe;13071;Landkreis Meckl. Seenplatte
13071059;Gültz;133954;Seltz;13071;Landkreis Meckl. Seenplatte
13071060;Gülzow;133898;Gülzow;13071;Landkreis Meckl. Seenplatte
13071063;Hohen Wangelin;131564;Cramon;13071;Landkreis Meckl. Seenplatte
13071063;Hohen Wangelin;131565;Hohen Wangelin;13071;Landkreis Meckl. Seenplatte
13071063;Hohen Wangelin;131566;Liepen;13071;Landkreis Meckl. Seenplatte
13071063;Hohen Wangelin;131567;Malkwitz;13071;Landkreis Meckl. Seenplatte
13071064;Hohenbollentin;133723;Hohenbollentin;13071;Landkreis Meckl. Seenplatte
13071065;Hohenmocker;133724;Hohenbrünzow;13071;Landkreis Meckl. Seenplatte
13071065;Hohenmocker;133725;Strehlow;13071;Landkreis Meckl. Seenplatte
13071065;Hohenmocker;133726;Hohenmocker;13071;Landkreis Meckl. Seenplatte
13071065;Hohenmocker;133727;Peeselin;13071;Landkreis Meckl. Seenplatte
13071065;Hohenmocker;133728;Sternfeld;13071;Landkreis Meckl. Seenplatte
13071065;Hohenmocker;133729;Tentzerow;13071;Landkreis Meckl. Seenplatte
13071066;Hohenzieritz;131445;Hohenzieritz;13071;Landkreis Meckl. Seenplatte
13071066;Hohenzieritz;131446;Prillwitz;13071;Landkreis Meckl. Seenplatte
13071066;Hohenzieritz;131447;Zippelow;13071;Landkreis Meckl. Seenplatte
13071067;Holldorf;134050;Ballwitz;13071;Landkreis Meckl. Seenplatte
13071067;Holldorf;134051;Holldorf;13071;Landkreis Meckl. Seenplatte
13071067;Holldorf;134052;Rowa;13071;Landkreis Meckl. Seenplatte
13071068;Ivenack;133844;Goddin;13071;Landkreis Meckl. Seenplatte
13071068;Ivenack;133845;Grischow;13071;Landkreis Meckl. Seenplatte
13071068;Ivenack;133846;Weitendorf;13071;Landkreis Meckl. Seenplatte
13071068;Ivenack;133847;Ivenack;13071;Landkreis Meckl. Seenplatte
13071068;Ivenack;133848;Markow;13071;Landkreis Meckl. Seenplatte
13071068;Ivenack;133849;Zolkendorf;13071;Landkreis Meckl. Seenplatte
13071069;Jabel;131568;Damerow;13071;Landkreis Meckl. Seenplatte
13071069;Jabel;131569;Hagenow;13071;Landkreis Meckl. Seenplatte
13071069;Jabel;131570;Jabel;13071;Landkreis Meckl. Seenplatte
13071069;Jabel;131571;Loppin;13071;Landkreis Meckl. Seenplatte
13071069;Jabel;131610;Alt Gaarz;13071;Landkreis Meckl. Seenplatte
13071069;Jabel;131611;Neu Gaarz;13071;Landkreis Meckl. Seenplatte
13071070;Jürgenstorf;133894;Jürgenstorf;13071;Landkreis Meckl. Seenplatte
13071070;Jürgenstorf;133895;Krummsee;13071;Landkreis Meckl. Seenplatte
13071070;Jürgenstorf;133896;Rottmannshagen;13071;Landkreis Meckl. Seenplatte
13071070;Jürgenstorf;133897;Voßhagen;13071;Landkreis Meckl. Seenplatte
13071071;Kargow;131572;Federow;13071;Landkreis Meckl. Seenplatte
13071071;Kargow;131573;Godow;13071;Landkreis Meckl. Seenplatte
